PeakChr	PeakStart	PeakEnd	variant	CredibleSet	EnhancerID	CellType	PosteriorProb
chr1	38397143	38397859	rs34655914	CAD_Harst2017-rs61776719	genic|chr1:38396993-38398009	TeloHAEC_Ctrl	NA
chr1	38397143	38397859	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38396993-38398009	TeloHAEC_Ctrl	NA
chr1	38397149	38397592	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38396999-38397742	liver-ENCODE	NA
chr1	38397149	38397592	rs34655914	CAD_Harst2017-rs61776719	genic|chr1:38396999-38397742	liver-ENCODE	NA
chr1	38397150	38397624	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397000-38397774	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017	NA
chr1	38397150	38397624	rs34655914	CAD_Harst2017-rs61776719	genic|chr1:38397000-38397774	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017	NA
chr1	38397152	38397919	rs34655914	CAD_Harst2017-rs61776719	genic|chr1:38397002-38398069	MM.1S-ENCODE	NA
chr1	38397152	38397919	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397002-38398069	MM.1S-ENCODE	NA
chr1	38397162	38397654	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397012-38397804	CD4-positive_helper_T_cell-Corces2016	NA
chr1	38397162	38397654	rs34655914	CAD_Harst2017-rs61776719	genic|chr1:38397012-38397804	CD4-positive_helper_T_cell-Corces2016	NA
chr1	38397163	38397643	rs34655914	CAD_Harst2017-rs61776719	genic|chr1:38397013-38397793	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017	NA
chr1	38397163	38397643	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397013-38397793	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017	NA
chr1	38397170	38397612	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397020-38397762	Eahy926_Ctrl	NA
chr1	38397170	38397612	rs34655914	CAD_Harst2017-rs61776719	genic|chr1:38397020-38397762	Eahy926_Ctrl	NA
chr1	38397178	38397641	rs34655914	CAD_Harst2017-rs61776719	genic|chr1:38397028-38397791	mammary_epithelial_cell-Roadmap	NA
chr1	38397178	38397641	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397028-38397791	mammary_epithelial_cell-Roadmap	NA
chr1	38397189	38397634	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397039-38397784	gastrocnemius_medialis-ENCODE	NA
chr1	38397189	38397634	rs34655914	CAD_Harst2017-rs61776719	genic|chr1:38397039-38397784	gastrocnemius_medialis-ENCODE	NA
chr1	38397199	38397617	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397049-38397767	mammary_epithelial_cell-ENCODE	NA
chr1	38397199	38397617	rs34655914	CAD_Harst2017-rs61776719	genic|chr1:38397049-38397767	mammary_epithelial_cell-ENCODE	NA
chr1	38397270	38397900	rs34655914	CAD_Harst2017-rs61776719	genic|chr1:38397120-38398050	osteoblast-ENCODE	NA
chr1	38397270	38397900	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397120-38398050	osteoblast-ENCODE	NA
chr1	38397282	38397948	rs34655914	CAD_Harst2017-rs61776719	genic|chr1:38397132-38398098	uterus-ENCODE	NA
chr1	38397282	38397948	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397132-38398098	uterus-ENCODE	NA
chr1	38397290	38397671	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397140-38397821	hepatocyte-ENCODE	NA
chr1	38397290	38397671	rs34655914	CAD_Harst2017-rs61776719	genic|chr1:38397140-38397821	hepatocyte-ENCODE	NA
chr1	38397321	38397672	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397171-38397822	HAP1	NA
chr1	38397321	38397672	rs34655914	CAD_Harst2017-rs61776719	genic|chr1:38397171-38397822	HAP1	NA
chr1	38397328	38397679	rs34655914	CAD_Harst2017-rs61776719	genic|chr1:38397178-38397829	iPS_DF_19.11_Cell_Line-Roadmap	NA
chr1	38397328	38397679	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397178-38397829	iPS_DF_19.11_Cell_Line-Roadmap	NA
chr1	38397336	38397658	rs34655914	CAD_Harst2017-rs61776719	genic|chr1:38397186-38397808	fibroblast_of_lung-Roadmap	NA
chr1	38397336	38397658	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397186-38397808	fibroblast_of_lung-Roadmap	NA
chr1	38397342	38397542	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397192-38397692	fibroblast_of_lung_fetal-ENCODE	NA
chr1	38397343	38397645	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397193-38397795	astrocyte-Roadmap	NA
chr1	38397346	38397825	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397196-38397975	myotube_originated_from_skeletal_muscle_myoblast-Roadmap	NA
chr1	38397346	38397616	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397196-38397766	myotube-ENCODE	NA
chr1	38397349	38397549	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397199-38397699	THP_pmaLPS_ATAC_72h	NA
chr1	38397349	38397721	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397199-38397871	H7	NA
chr1	38397350	38397821	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397200-38397971	muscle_of_leg_fetal-ENCODE	NA
chr1	38397352	38397612	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397202-38397762	stomach_fetal-Roadmap	NA
chr1	38397353	38397553	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397203-38397703	SK-N-SH-ENCODE	NA
chr1	38397353	38397874	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397203-38398024	fibroblast_of_dermis-Roadmap	NA
chr1	38397353	38397616	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397203-38397766	muscle_of_trunk_fetal-ENCODE	NA
chr1	38397354	38397624	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397204-38397774	muscle_of_trunk_fetal-Roadmap	NA
chr1	38397355	38397929	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397205-38398079	CD34-positive_mobilized-Roadmap	NA
chr1	38397357	38397557	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397207-38397707	HepG2-Roadmap	NA
chr1	38397360	38397560	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397210-38397710	sigmoid_colon-ENCODE	NA
chr1	38397361	38397561	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397211-38397711	THP_pmaLPS_ATAC_12h	NA
chr1	38397363	38397649	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397213-38397799	skeletal_muscle_myoblast-Roadmap	NA
chr1	38397366	38397566	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397216-38397716	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013	NA
chr1	38397367	38397640	rs35267671	CAD_Harst2017-rs61776719	genic|chr1:38397217-38397790	keratinocyte-Roadmap	NA
chr1	38454545	38456384	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38454395-38456534	Karpas-422-ENCODE	NA
chr1	38454545	38456384	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454395-38456534	Karpas-422-ENCODE	NA
chr1	38454564	38455908	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454414-38456058	Eahy926_TNF	NA
chr1	38454570	38456216	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38454420-38456366	fibroblast_of_arm-ENCODE	NA
chr1	38454570	38456216	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454420-38456366	fibroblast_of_arm-ENCODE	NA
chr1	38454579	38456214	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454429-38456364	OCI-LY7-ENCODE	NA
chr1	38454579	38456214	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38454429-38456364	OCI-LY7-ENCODE	NA
chr1	38454596	38456363	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38454446-38456513	TeloHAEC_Ctrl	NA
chr1	38454596	38456363	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454446-38456513	TeloHAEC_Ctrl	NA
chr1	38454643	38456384	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38454493-38456534	TeloHAEC_IL1b	NA
chr1	38454643	38456384	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454493-38456534	TeloHAEC_IL1b	NA
chr1	38454743	38455923	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454593-38456073	pancreatic-alpha-cell-AMP	NA
chr1	38454819	38455934	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454669-38456084	CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016	NA
chr1	38454860	38456372	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454710-38456522	TeloHAEC_VEGF	NA
chr1	38454860	38456372	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38454710-38456522	TeloHAEC_VEGF	NA
chr1	38454903	38455929	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454753-38456079	induced_pluripotent_stem_cell-ENCODE	NA
chr1	38454947	38456385	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454797-38456535	TeloHAEC_TNF	NA
chr1	38454947	38456385	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38454797-38456535	TeloHAEC_TNF	NA
chr1	38454972	38455937	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454822-38456087	CD14-positive_monocytes-Roadmap	NA
chr1	38454979	38455892	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454829-38456042	CD14-positive_monocyte_treated_with_BG_4h-Novakovic2016	NA
chr1	38454982	38455941	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454832-38456091	CD19-positive_B_cell-Roadmap	NA
chr1	38454983	38455936	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454833-38456086	endothelial_cell_of_umbilical_vein-Roadmap	NA
chr1	38454985	38455901	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454835-38456051	CD14-positive_monocyte_treated_with_BG_1h-Novakovic2016	NA
chr1	38454985	38455938	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454835-38456088	CD14-positive_monocyte-ENCODE	NA
chr1	38454987	38455939	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454837-38456089	fibroblast_of_lung-Roadmap	NA
chr1	38454989	38456217	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38454839-38456367	bipolar_neuron_from_iPSC-ENCODE	NA
chr1	38454989	38456217	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454839-38456367	bipolar_neuron_from_iPSC-ENCODE	NA
chr1	38454990	38455931	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454840-38456081	adrenal_gland_fetal-ENCODE	NA
chr1	38454993	38456196	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454843-38456346	placenta-Roadmap	NA
chr1	38454993	38456196	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38454843-38456346	placenta-Roadmap	NA
chr1	38454994	38456119	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454844-38456269	hepatocyte-ENCODE	NA
chr1	38454994	38456119	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38454844-38456269	hepatocyte-ENCODE	NA
chr1	38454997	38455936	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454847-38456086	stomach_fetal-ENCODE	NA
chr1	38454999	38455915	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454849-38456065	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017	NA
chr1	38455000	38455934	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454850-38456084	CD14-positive_monocyte-Roadmap	NA
chr1	38455002	38456180	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454852-38456330	uterus-ENCODE	NA
chr1	38455002	38456180	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38454852-38456330	uterus-ENCODE	NA
chr1	38455004	38455944	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454854-38456094	LoVo	NA
chr1	38455006	38455939	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454856-38456089	thymus_fetal-ENCODE	NA
chr1	38455007	38455933	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454857-38456083	small_intestine_fetal-Roadmap	NA
chr1	38455008	38455911	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454858-38456061	erythroblast-Corces2016	NA
chr1	38455008	38455932	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454858-38456082	adrenal_gland_fetal-Roadmap	NA
chr1	38455010	38455937	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454860-38456087	muscle_of_trunk_fetal-Roadmap	NA
chr1	38455018	38455942	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454868-38456092	H1_Derived_Mesenchymal_Stem_Cells-Roadmap	NA
chr1	38455018	38456244	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454868-38456394	PC-9-ENCODE	NA
chr1	38455018	38456244	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38454868-38456394	PC-9-ENCODE	NA
chr1	38455019	38455947	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454869-38456097	H1-hESC-Roadmap	NA
chr1	38455020	38456284	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38454870-38456434	gastrocnemius_medialis-ENCODE	NA
chr1	38455020	38456284	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454870-38456434	gastrocnemius_medialis-ENCODE	NA
chr1	38455021	38455938	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454871-38456088	fibroblast_of_dermis-ENCODE	NA
chr1	38455023	38455946	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454873-38456096	H9-ENCODE	NA
chr1	38455024	38456183	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38454874-38456333	T-cell-ENCODE	NA
chr1	38455024	38456183	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454874-38456333	T-cell-ENCODE	NA
chr1	38455030	38456262	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454880-38456412	HeLa-S3-ENCODE	NA
chr1	38455030	38456262	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38454880-38456412	HeLa-S3-ENCODE	NA
chr1	38455033	38455939	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454883-38456089	H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap	NA
chr1	38455046	38455936	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454896-38456086	muscle_of_leg_fetal-Roadmap	NA
chr1	38455054	38456019	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454904-38456169	iPS_DF_19.11-ENCODE	NA
chr1	38455056	38455937	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454906-38456087	K562-Roadmap	NA
chr1	38455060	38455939	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454910-38456089	CD34-positive_mobilized-Roadmap	NA
chr1	38455066	38456397	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454916-38456547	Eahy926_Ctrl	NA
chr1	38455066	38456397	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38454916-38456547	Eahy926_Ctrl	NA
chr1	38455070	38456332	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454920-38456482	spinal_cord_fetal-ENCODE	NA
chr1	38455070	38456332	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38454920-38456482	spinal_cord_fetal-ENCODE	NA
chr1	38455073	38456025	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454923-38456175	A673-ENCODE	NA
chr1	38455074	38455893	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454924-38456043	Eahy926_VEGF	NA
chr1	38455082	38455938	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454932-38456088	H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap	NA
chr1	38455083	38456248	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454933-38456398	MM.1S-ENCODE	NA
chr1	38455083	38456248	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38454933-38456398	MM.1S-ENCODE	NA
chr1	38455083	38456017	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38454933-38456167	ovary-Roadmap	NA
chr1	38455154	38456279	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38455004-38456429	body_of_pancreas-ENCODE	NA
chr1	38455154	38456279	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455004-38456429	body_of_pancreas-ENCODE	NA
chr1	38455171	38456119	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455021-38456269	white_adipose-Loft2014	NA
chr1	38455171	38456119	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38455021-38456269	white_adipose-Loft2014	NA
chr1	38455173	38455943	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455023-38456093	H9-Roadmap	NA
chr1	38455201	38455938	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455051-38456088	thymus_fetal-Roadmap	NA
chr1	38455206	38455943	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455056-38456093	HeLa-S3-Roadmap	NA
chr1	38455211	38456028	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455061-38456178	MCF10A_treated_with_TAM24hr-Ji2017	NA
chr1	38455213	38455939	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455063-38456089	small_intestine_fetal-ENCODE	NA
chr1	38455214	38455936	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455064-38456086	CD3-positive_T_cell-Roadmap	NA
chr1	38455223	38455935	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455073-38456085	muscle_of_trunk_fetal-ENCODE	NA
chr1	38455231	38455929	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455081-38456079	GM12878-Roadmap	NA
chr1	38455232	38456186	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455082-38456336	stomach_fetal-Roadmap	NA
chr1	38455232	38456186	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38455082-38456336	stomach_fetal-Roadmap	NA
chr1	38455238	38455934	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455088-38456084	B_cell-ENCODE	NA
chr1	38455240	38456042	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455090-38456192	trophoblast_cell-ENCODE	NA
chr1	38455245	38455934	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455095-38456084	large_intestine_fetal-ENCODE	NA
chr1	38455263	38455937	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455113-38456087	muscle_of_leg_fetal-ENCODE	NA
chr1	38455273	38455939	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455123-38456089	CD56-positive_natural_killer_cells-Roadmap	NA
chr1	38455338	38455935	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455188-38456085	CD8-positive_alpha-beta_T_cell-ENCODE	NA
chr1	38455378	38455942	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455228-38456092	H1-hESC-ENCODE	NA
chr1	38455380	38456104	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455230-38456254	brite_adipose-Loft2014	NA
chr1	38455407	38455952	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455257-38456102	pancreatic-acinar-cell-AMP	NA
chr1	38455410	38455901	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455260-38456051	spleen-ENCODE	NA
chr1	38455414	38455979	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455264-38456129	pancreatic-beta-cell-AMP	NA
chr1	38455428	38455959	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455278-38456109	HepG2-Roadmap	NA
chr1	38455478	38455933	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455328-38456083	liver-ENCODE	NA
chr1	38455635	38455939	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455485-38456089	mammary_epithelial_cell-ENCODE	NA
chr1	38455637	38456173	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38455487-38456323	pancreatic-ductal-cell-AMP	NA
chr1	38455637	38456173	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455487-38456323	pancreatic-ductal-cell-AMP	NA
chr1	38455639	38455941	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455489-38456091	H7	NA
chr1	38455640	38456024	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455490-38456174	MCF-7-ENCODE	NA
chr1	38455640	38455937	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455490-38456087	MCF10A-Ji2017	NA
chr1	38455641	38455936	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455491-38456086	foreskin_fibroblast-Roadmap	NA
chr1	38455642	38455943	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455492-38456093	keratinocyte-Roadmap	NA
chr1	38455642	38455944	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455492-38456094	fibroblast_of_lung_fetal-ENCODE	NA
chr1	38455642	38455941	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455492-38456091	keratinocyte-ENCODE	NA
chr1	38455643	38455945	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455493-38456095	LNCAP	NA
chr1	38455643	38455937	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455493-38456087	IMR90-ENCODE	NA
chr1	38455644	38456022	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455494-38456172	HT29	NA
chr1	38455645	38456196	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455495-38456346	fibroblast_of_dermis-Roadmap	NA
chr1	38455645	38456196	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38455495-38456346	fibroblast_of_dermis-Roadmap	NA
chr1	38455645	38455943	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455495-38456093	cardiac_muscle_cell-ENCODE	NA
chr1	38455647	38455932	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455497-38456082	myotube_originated_from_skeletal_muscle_myoblast-Roadmap	NA
chr1	38455647	38455945	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455497-38456095	epithelial_cell_of_prostate-ENCODE	NA
chr1	38455648	38456022	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455498-38456172	myotube-ENCODE	NA
chr1	38455649	38455944	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455499-38456094	IMR90-Roadmap	NA
chr1	38455651	38456020	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455501-38456170	stomach-Roadmap	NA
chr1	38455651	38455933	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455501-38456083	A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap	NA
chr1	38455651	38456214	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38455501-38456364	psoas_muscle-Roadmap	NA
chr1	38455651	38456214	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455501-38456364	psoas_muscle-Roadmap	NA
chr1	38455652	38455937	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455502-38456087	astrocyte-Roadmap	NA
chr1	38455654	38455936	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455504-38456086	HCT116-AID_ENCODE_DHS_untreated	NA
chr1	38455654	38455936	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455504-38456086	HCT116-AID_ENCODE_DHS_Auxin6hr	NA
chr1	38455654	38455936	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455504-38456086	HCT116-ENCODE	NA
chr1	38455655	38456023	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455505-38456173	iPS_DF_19.11_Cell_Line-Roadmap	NA
chr1	38455656	38455936	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455506-38456086	astrocyte-ENCODE	NA
chr1	38455657	38455942	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455507-38456092	placenta-ENCODE	NA
chr1	38455659	38455929	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455509-38456079	skeletal_muscle_myoblast-Roadmap	NA
chr1	38455675	38455997	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455525-38456147	HAP1	NA
chr1	38455677	38456289	rs4072980	CAD_Harst2017-rs61776719	promoter|chr1:38455527-38456439	Eahy926_IL1b	NA
chr1	38455677	38456289	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455527-38456439	Eahy926_IL1b	NA
chr1	38455682	38455926	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455532-38456076	GM12878-ENCODE	NA
chr1	38455682	38455912	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455532-38456062	adipose_tissue-ENCODE	NA
chr1	38455682	38455909	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455532-38456059	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017	NA
chr1	38455682	38455924	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455532-38456074	THP-1_monocyte-VanBortle2017	NA
chr1	38455682	38455903	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455532-38456053	CD8-positive_alpha-beta_T_cell-Corces2016	NA
chr1	38455682	38455894	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455532-38456044	Adipocyte-Claussnitzer_d2	NA
chr1	38455682	38455922	rs4360494	CAD_Harst2017-rs61776719	promoter|chr1:38455532-38456072	CD4-positive_helper_T_cell-ENCODE	NA
