CredibleSet	LeadVariant	TargetGene	variant	chr	position	Coding	codingVariant	CellTypeOftheClosestECPeak	variantInClosestECPeak	RankOfGeneTSSDistanceToECPeakWithVariant	CellTypesWithEPInteractions	MaxABC.Score	MaxABCVariant	MaxABC.Rank	ECCellTypesWithEPInteractions	MaxABC.Score.EC	MacABCECVariant	MaxABC.Rank.ECOnly	lead_SNP_to_TSS_distance	rank_lead_SNP_to_TSS
CAD_Harst2017-rs6511720	rs6511720	RAB3D	rs6511720	chr19	11202306	NA	NA	NA	NA	NA	mammary_epithelial_cell-ENCODE	0.01821	TRUE	11	endothelial_cell_of_umbilical_vein-Roadmap	0.016743	TRUE	9	248038	12
CAD_Harst2017-rs6511720	rs6511720	SMARCA4	rs6511720	chr19	11202306	NA	NA	NA	NA	NA	PC-9-ENCODE	0.021146	TRUE	8	NA	NA	NA	NA	-107479	4
CAD_Harst2017-rs6511720	rs6511720	SPC24	rs6511720	chr19	11202306	NA	NA	NA	NA	NA	mammary_epithelial_cell-ENCODE	0.036867	TRUE	3	endothelial_cell_of_umbilical_vein-Roadmap	0.031323	TRUE	4	64182	2
CAD_Harst2017-rs6511720	rs6511720	TIMM29	rs6511720	chr19	11202306	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein-Roadmap	0.039063	TRUE	2	endothelial_cell_of_umbilical_vein-Roadmap	0.039063	TRUE	2	-162883	6
CAD_Harst2017-rs6511720	rs6511720	TMED1	rs6511720	chr19	11202306	NA	NA	NA	NA	NA	mammary_epithelial_cell-ENCODE	0.016044	TRUE	17	NA	NA	NA	NA	-255323	15
CAD_Harst2017-rs6511720	rs6511720	TMEM205	rs6511720	chr19	11202306	NA	NA	NA	NA	NA	mammary_epithelial_cell-ENCODE	0.019777	TRUE	10	endothelial_cell_of_umbilical_vein-Roadmap	0.01785	TRUE	8	254675	13
CAD_Harst2017-rs6511720	rs6511720	YIPF2	rs6511720	chr19	11202306	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein-Roadmap	0.039063	TRUE	2	endothelial_cell_of_umbilical_vein-Roadmap	0.039063	TRUE	2	-162963	7
CAD_Harst2017-rs6511720	rs6511720	ZNF653	rs6511720	chr19	11202306	NA	NA	NA	NA	NA	mammary_epithelial_cell-ENCODE	0.019939	TRUE	9	endothelial_cell_of_umbilical_vein-Roadmap	0.018611	TRUE	7	414432	25
CAD_Harst2017-rs667920	rs667920	MSL2	rs667920	chr3	136069472	NA	NA	NA	NA	NA	fibroblast_of_lung_fetal-ENCODE	0.027075	TRUE	2	NA	NA	NA	NA	-154784	2
CAD_Harst2017-rs667920	rs667920	PCCB	rs667920	chr3	136069472	NA	NA	NA	NA	NA	fibroblast_of_lung_fetal-ENCODE	0.032486	TRUE	1	NA	NA	NA	NA	-100306	1
CAD_Harst2017-rs667920	rs667920	PPP2R3A	rs667920	chr3	136069472	NA	NA	NA	NA	NA	fibroblast_of_lung_fetal-ENCODE	0.022113	TRUE	3	NA	NA	NA	NA	-384958	3
CAD_Harst2017-rs667920	rs667920	SLC35G2	rs667920	chr3	136069472	NA	NA	NA	NA	NA	fibroblast_of_lung_fetal-ENCODE	0.019875	TRUE	4	NA	NA	NA	NA	468388	5
CAD_Harst2017-rs667920	rs667920	STAG1	rs667920	chr3	136069472	NA	NA	NA	NA	NA	fibroblast_of_lung_fetal-ENCODE	0.01829	TRUE	5	NA	NA	NA	NA	401773	4
CAD_Harst2017-rs6689306	rs6689306	ATP8B2	rs4845618	chr1	154400015	NA	NA	NA	NA	NA	LNCAP	0.021661	TRUE	2	NA	NA	NA	NA	-95671	4
CAD_Harst2017-rs6689306	rs6689306	ATP8B2	rs6687726	chr1	154400320	NA	NA	NA	NA	NA	LNCAP	0.021661	TRUE	2	NA	NA	NA	NA	-95671	4
CAD_Harst2017-rs6689306	rs6689306	HAX1	rs4845618	chr1	154400015	NA	NA	NA	NA	NA	LNCAP	0.017453	TRUE	3	NA	NA	NA	NA	-150908	8
CAD_Harst2017-rs6689306	rs6689306	HAX1	rs6687726	chr1	154400320	NA	NA	NA	NA	NA	LNCAP	0.017453	TRUE	3	NA	NA	NA	NA	-150908	8
CAD_Harst2017-rs6689306	rs6689306	IL6R	rs2228145	chr1	154426970	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-18278	1
CAD_Harst2017-rs6689306	rs6689306	IL6R	rs4845618	chr1	154400015	NA	NA	NA	NA	NA	LNCAP	0.037087	TRUE	1	NA	NA	NA	NA	-18278	1
CAD_Harst2017-rs6689306	rs6689306	IL6R	rs6687726	chr1	154400320	NA	NA	NA	NA	NA	LNCAP	0.037087	TRUE	1	NA	NA	NA	NA	-18278	1
CAD_Harst2017-rs6689306	rs6689306	SHE	rs7549250	chr1	154404336	NA	NA	NA	NA	NA	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017	0.01504	TRUE	4	NA	NA	NA	NA	78580	2
CAD_Harst2017-rs6689306	rs6689306	SHE	rs7549338	chr1	154404380	NA	NA	NA	NA	NA	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017	0.01504	TRUE	4	NA	NA	NA	NA	78580	2
CAD_Harst2017-rs6689306	rs6689306	SHE	rs7553796	chr1	154404406	NA	NA	NA	NA	NA	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017	0.01504	TRUE	4	NA	NA	NA	NA	78580	2
CAD_Harst2017-rs6689306	rs6689306	TDRD10	rs7549250	chr1	154404336	NA	NA	NA	NA	NA	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017	0.01504	TRUE	4	NA	NA	NA	NA	78748	3
CAD_Harst2017-rs6689306	rs6689306	TDRD10	rs7549338	chr1	154404380	NA	NA	NA	NA	NA	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017	0.01504	TRUE	4	NA	NA	NA	NA	78748	3
CAD_Harst2017-rs6689306	rs6689306	TDRD10	rs7553796	chr1	154404406	NA	NA	NA	NA	NA	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017	0.01504	TRUE	4	NA	NA	NA	NA	78748	3
CAD_Harst2017-rs6700559	rs6700559	C1orf106	rs11588318	chr1	200638662	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.114941	TRUE	4	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.114941	TRUE	4	214553	5
CAD_Harst2017-rs6700559	rs6700559	C1orf106	rs6661240	chr1	200638847	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.114941	TRUE	4	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.114941	TRUE	4	214553	5
CAD_Harst2017-rs6700559	rs6700559	CAMSAP2	rs11588318	chr1	200638662	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.20215	TRUE	2	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.20215	TRUE	2	62612	3
CAD_Harst2017-rs6700559	rs6700559	CAMSAP2	rs6661240	chr1	200638847	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.20215	TRUE	2	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.20215	TRUE	2	62612	3
CAD_Harst2017-rs6700559	rs6700559	DDX59	rs11588318	chr1	200638662	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.666309	TRUE	1	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.666309	TRUE	1	-6947	1
CAD_Harst2017-rs6700559	rs6700559	DDX59	rs6661240	chr1	200638847	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.666309	TRUE	1	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.666309	TRUE	1	-6947	1
CAD_Harst2017-rs6700559	rs6700559	GPR25	rs6667172	chr1	200643838	NA	NA	NA	NA	NA	mammary_epithelial_cell-Roadmap	0.020698	TRUE	5	NA	NA	NA	NA	196009	4
CAD_Harst2017-rs6700559	rs6700559	KIF14	rs11588318	chr1	200638662	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.190698	TRUE	3	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.190698	TRUE	3	-56211	2
CAD_Harst2017-rs6700559	rs6700559	KIF14	rs6661240	chr1	200638847	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.190698	TRUE	3	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	0.190698	TRUE	3	-56211	2
CAD_Harst2017-rs6700559	rs6700559	KIF21B	rs6667172	chr1	200643838	NA	NA	NA	NA	NA	keratinocyte-ENCODE	0.01811	TRUE	8	NA	NA	NA	NA	346755	7
CAD_Harst2017-rs6700559	rs6700559	TMEM9	rs6667172	chr1	200643838	NA	NA	NA	NA	NA	epithelial_cell_of_prostate-ENCODE	0.019406	TRUE	7	NA	NA	NA	NA	477610	10
CAD_Harst2017-rs6700559	rs6700559	ZNF281	rs6667172	chr1	200643838	NA	NA	NA	NA	NA	epithelial_cell_of_prostate-ENCODE	0.019969	TRUE	6	NA	NA	NA	NA	-266887	6
CAD_Harst2017-rs67180937	rs67180937	AIDA	rs17163363	chr1	222828704	NA	NA	NA	NA	NA	CD3-positive_T_cell-Roadmap	0.036122	TRUE	4	NA	NA	NA	NA	62121	3
CAD_Harst2017-rs67180937	rs67180937	BROX	rs17163363	chr1	222828704	NA	NA	NA	NA	NA	CD3-positive_T_cell-Roadmap	0.036122	TRUE	4	NA	NA	NA	NA	62151	4
CAD_Harst2017-rs67180937	rs67180937	DISP1	rs17163363	chr1	222828704	NA	NA	NA	NA	NA	CD3-positive_T_cell-Roadmap	0.02553	TRUE	6	NA	NA	NA	NA	164687	7
CAD_Harst2017-rs67180937	rs67180937	FAM177B	rs17163363	chr1	222828704	NA	NA	NA	NA	NA	CD3-positive_T_cell-Roadmap	0.038679	TRUE	2	NA	NA	NA	NA	86814	5
CAD_Harst2017-rs67180937	rs67180937	HHIPL2	rs17163363	chr1	222828704	NA	NA	NA	NA	NA	CD19-positive_B_cell-Roadmap	0.026451	TRUE	5	NA	NA	NA	NA	-102299	6
CAD_Harst2017-rs67180937	rs67180937	MIA3	rs17163363	chr1	222828704	NA	NA	NA	NA	NA	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017	0.048301	TRUE	1	NA	NA	NA	NA	-32300	1
CAD_Harst2017-rs67180937	rs67180937	MIA3	rs3748626	chr1	222802803	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-32300	1
CAD_Harst2017-rs67180937	rs67180937	TAF1A	rs17163363	chr1	222828704	NA	NA	NA	NA	NA	CD3-positive_T_cell-Roadmap	0.036183	TRUE	3	NA	NA	NA	NA	-60468	2
CAD_Harst2017-rs67180937	rs67180937	TLR5	rs17163363	chr1	222828704	NA	NA	NA	NA	NA	CD3-positive_T_cell-Roadmap	0.018851	TRUE	7	NA	NA	NA	NA	492881	8
CAD_Harst2017-rs6841581	rs6841581	EDNRA	rs6841581	chr4	148401190	NA	NA	NA	NA	NA	Adipocyte-Claussnitzer_d6	0.469827	TRUE	1	NA	NA	NA	NA	878	1
CAD_Harst2017-rs6841581	rs6841581	PRMT9	rs61075980	chr4	148374767	NA	NA	NA	NA	NA	NCCIT	0.015325	TRUE	3	NA	NA	NA	NA	204191	3
CAD_Harst2017-rs6841581	rs6841581	TMEM184C	rs61075980	chr4	148374767	NA	NA	NA	NA	NA	NCCIT	0.018937	TRUE	2	NA	NA	NA	NA	137348	2
CAD_Harst2017-rs6984210	rs6984210	BMP1	rs59101470	chr8	22034309	NA	NA	NA	NA	NA	placenta-ENCODE	0.072554	TRUE	1	NA	NA	NA	NA	-10963	1
CAD_Harst2017-rs6984210	rs6984210	DOK2	rs59101470	chr8	22034309	NA	NA	NA	NA	NA	placenta-ENCODE	0.016484	TRUE	10	NA	NA	NA	NA	-262396	16
CAD_Harst2017-rs6984210	rs6984210	FAM160B2	rs59101470	chr8	22034309	NA	NA	NA	NA	NA	placenta-ENCODE	0.023723	TRUE	5	NA	NA	NA	NA	-86902	9
CAD_Harst2017-rs6984210	rs6984210	HR	rs59101470	chr8	22034309	NA	NA	NA	NA	NA	placenta-ENCODE	0.031115	TRUE	3	NA	NA	NA	NA	-45050	5
CAD_Harst2017-rs6984210	rs6984210	LGI3	rs73225848	chr8	22046748	NA	NA	NA	NA	NA	MCF10A-Ji2017	0.018791	TRUE	8	NA	NA	NA	NA	-19271	3
CAD_Harst2017-rs6984210	rs6984210	NUDT18	rs59101470	chr8	22034309	NA	NA	NA	NA	NA	placenta-ENCODE	0.022419	TRUE	7	NA	NA	NA	NA	-66683	7
CAD_Harst2017-rs6984210	rs6984210	PHYHIP	rs59101470	chr8	22034309	NA	NA	NA	NA	NA	placenta-ENCODE	0.023065	TRUE	6	NA	NA	NA	NA	56236	6
CAD_Harst2017-rs6984210	rs6984210	POLR3D	rs59101470	chr8	22034309	NA	NA	NA	NA	NA	placenta-ENCODE	0.016874	TRUE	9	NA	NA	NA	NA	69003	8
CAD_Harst2017-rs6984210	rs6984210	REEP4	rs59101470	chr8	22034309	NA	NA	NA	NA	NA	placenta-ENCODE	0.02623	TRUE	4	NA	NA	NA	NA	-34151	4
CAD_Harst2017-rs6984210	rs6984210	SFTPC	rs59101470	chr8	22034309	NA	NA	NA	NA	NA	placenta-ENCODE	0.049859	TRUE	2	NA	NA	NA	NA	-14432	2
CAD_Harst2017-rs6984210	rs6984210	XPO7	rs59101470	chr8	22034309	NA	NA	NA	NA	NA	placenta-ENCODE	0.015378	TRUE	11	NA	NA	NA	NA	-256436	15
CAD_Harst2017-rs699	rs699	AGT	rs5051	chr1	230849872	NA	NA	NA	NA	NA	THP-1_macrophage-VanBortle2017	0.138044	TRUE	1	NA	NA	NA	NA	4542	1
CAD_Harst2017-rs699	rs699	AGT	rs699	chr1	230845794	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4542	1
CAD_Harst2017-rs699	rs699	CAPN9	rs2478539	chr1	230844772	NA	NA	NA	NA	NA	large_intestine_fetal-Roadmap	0.030312	TRUE	2	NA	NA	NA	NA	37335	2
CAD_Harst2017-rs699	rs699	COG2	rs2478539	chr1	230844772	NA	NA	NA	NA	NA	large_intestine_fetal-Roadmap	0.020873	TRUE	3	NA	NA	NA	NA	-67593	3
CAD_Harst2017-rs7116641	rs7116641	HSD17B12	rs35243581	chr11	43707364	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein-Roadmap	0.098874	TRUE	1	endothelial_cell_of_umbilical_vein-Roadmap	0.098874	TRUE	1	5225	1
CAD_Harst2017-rs7116641	rs7116641	TTC17	rs2679059	chr11	43599791	NA	NA	NA	NA	NA	hepatocyte-ENCODE	0.01734	TRUE	2	NA	NA	NA	NA	-316483	5
CAD_Harst2017-rs7199941	rs7199941	PLCG2	rs7189106	chr16	81907731	NA	NA	NA	NA	NA	H1-hESC-Roadmap	0.017498	TRUE	1	NA	NA	NA	NA	-93561	1
CAD_Harst2017-rs7199941	rs7199941	PLCG2	rs7189462	chr16	81907867	NA	NA	NA	NA	NA	H1-hESC-Roadmap	0.017498	TRUE	1	NA	NA	NA	NA	-93561	1
CAD_Harst2017-rs72627509	rs72627509	ARL9	rs66790703	chr4	57773908	NA	NA	NA	NA	NA	hepatocyte-ENCODE	0.121231	TRUE	4	NA	NA	NA	NA	-467677	8
CAD_Harst2017-rs72627509	rs72627509	ARL9	rs6853156	chr4	57774843	NA	NA	NA	NA	NA	hepatocyte-ENCODE	0.121231	TRUE	4	NA	NA	NA	NA	-467677	8
CAD_Harst2017-rs72627509	rs72627509	HOPX	rs6853156	chr4	57774843	NA	NA	NA	NA	NA	CD14-positive_monocyte-Novakovic2016	0.035125	TRUE	8	NA	NA	NA	NA	-291179	6
CAD_Harst2017-rs72627509	rs72627509	IGFBP7	rs6853156	chr4	57774843	NA	NA	NA	NA	NA	CD4-positive_helper_T_cell-Corces2016	0.036225	TRUE	7	NA	NA	NA	NA	137500	4
CAD_Harst2017-rs72627509	rs72627509	NOA1	rs56155140	chr4	57824451	NA	NA	NA	NA	NA	NA	NA	NA	NA	TeloHAEC_IL1b	0.034319	TRUE	3	4775	1
CAD_Harst2017-rs72627509	rs72627509	NOA1	rs66790703	chr4	57773908	NA	NA	NA	NA	NA	hepatocyte-ENCODE	0.171349	TRUE	3	NA	NA	NA	NA	4775	1
CAD_Harst2017-rs72627509	rs72627509	NOA1	rs6853156	chr4	57774843	NA	NA	NA	NA	NA	hepatocyte-ENCODE	0.171349	TRUE	3	NA	NA	NA	NA	4775	1
CAD_Harst2017-rs72627509	rs72627509	NOA1	rs7687767	chr4	57824932	NA	NA	NA	NA	NA	NA	NA	NA	NA	TeloHAEC_IL1b	0.034319	TRUE	3	4775	1
CAD_Harst2017-rs72627509	rs72627509	POLR2B	rs56155140	chr4	57824451	NA	NA	NA	NA	NA	NA	NA	NA	NA	TeloHAEC_IL1b	0.034329	TRUE	2	5754	2
CAD_Harst2017-rs72627509	rs72627509	POLR2B	rs66790703	chr4	57773908	NA	NA	NA	NA	NA	hepatocyte-ENCODE	0.171368	TRUE	2	NA	NA	NA	NA	5754	2
CAD_Harst2017-rs72627509	rs72627509	POLR2B	rs6853156	chr4	57774843	NA	NA	NA	NA	NA	hepatocyte-ENCODE	0.171368	TRUE	2	NA	NA	NA	NA	5754	2
CAD_Harst2017-rs72627509	rs72627509	POLR2B	rs7687767	chr4	57824932	NA	NA	NA	NA	NA	NA	NA	NA	NA	TeloHAEC_IL1b	0.034329	TRUE	2	5754	2
CAD_Harst2017-rs72627509	rs72627509	REST	rs2227901	chr4	57798189	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-65010	3
CAD_Harst2017-rs72627509	rs72627509	REST	rs3796529	chr4	57797414	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-65010	3
CAD_Harst2017-rs72627509	rs72627509	REST	rs66790703	chr4	57773908	NA	NA	NA	NA	NA	hepatocyte-ENCODE	0.700386	TRUE	1	TeloHAEC_IL1b	0.339418	TRUE	1	-65010	3
CAD_Harst2017-rs72627509	rs72627509	REST	rs6853156	chr4	57774843	NA	NA	NA	NA	NA	hepatocyte-ENCODE	0.700386	TRUE	1	TeloHAEC_IL1b	0.339418	TRUE	1	-65010	3
CAD_Harst2017-rs72627509	rs72627509	SPINK2	rs6853156	chr4	57774843	NA	NA	NA	NA	NA	CD14-positive_monocyte-Novakovic2016	0.062519	TRUE	5	NA	NA	NA	NA	-151143	5
CAD_Harst2017-rs72627509	rs72627509	THEGL	rs6853156	chr4	57774843	NA	NA	NA	NA	NA	spleen-ENCODE	0.048157	TRUE	6	NA	NA	NA	NA	-442277	7
CAD_Harst2017-rs72743461	rs72743461	AAGAB	rs17293632	chr15	67442596	NA	NA	NA	NA	NA	HCT116-ENCODE	0.036407	TRUE	2	endothelial_cell_of_umbilical_vein-Roadmap	0.033419	TRUE	2	105324	2
CAD_Harst2017-rs72743461	rs72743461	C15orf61	rs17293632	chr15	67442596	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein-Roadmap	0.021671	TRUE	3	endothelial_cell_of_umbilical_vein-Roadmap	0.021671	TRUE	3	371771	4
CAD_Harst2017-rs72743461	rs72743461	IQCH	rs17293632	chr15	67442596	NA	NA	NA	NA	NA	HCT116-ENCODE	0.036407	TRUE	2	endothelial_cell_of_umbilical_vein-Roadmap	0.033419	TRUE	2	105387	3
CAD_Harst2017-rs72743461	rs72743461	MAP2K5	rs17293632	chr15	67442596	NA	NA	NA	NA	NA	HCT116-AID_ENCODE_DHS_Auxin6hr	0.020076	TRUE	4	endothelial_cell_of_umbilical_vein-Roadmap	0.018889	TRUE	4	393270	5
CAD_Harst2017-rs72743461	rs72743461	SMAD3	rs17293632	chr15	67442596	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein-Roadmap	0.037044	TRUE	1	endothelial_cell_of_umbilical_vein-Roadmap	0.037044	TRUE	1	-83556	1
CAD_Harst2017-rs72743461	rs72743461	SMAD6	rs17293632	chr15	67442596	NA	NA	NA	NA	NA	HCT116-AID_ENCODE_DHS_Auxin6hr	0.019512	TRUE	5	NA	NA	NA	NA	-447077	6
CAD_Harst2017-rs73015714	rs73015714	FCHO1	rs10416028	chr19	17850284	NA	NA	NA	NA	NA	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017	0.029209	TRUE	1	NA	NA	NA	NA	6522	1
CAD_Harst2017-rs73015714	rs73015714	FCHO1	rs10417684	chr19	17850305	NA	NA	NA	NA	NA	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017	0.029209	TRUE	1	NA	NA	NA	NA	6522	1
CAD_Harst2017-rs73015714	rs73015714	FCHO1	rs10418535	chr19	17850189	NA	NA	NA	NA	NA	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017	0.029209	TRUE	1	NA	NA	NA	NA	6522	1
CAD_Harst2017-rs73015714	rs73015714	MAP1S	rs10416028	chr19	17850284	NA	NA	NA	NA	NA	bipolar_neuron_from_iPSC-ENCODE	0.028631	TRUE	2	NA	NA	NA	NA	-25503	2
CAD_Harst2017-rs73015714	rs73015714	MAP1S	rs10417684	chr19	17850305	NA	NA	NA	NA	NA	bipolar_neuron_from_iPSC-ENCODE	0.028631	TRUE	2	NA	NA	NA	NA	-25503	2
CAD_Harst2017-rs73015714	rs73015714	MAP1S	rs10418188	chr19	17850532	NA	NA	NA	NA	NA	bipolar_neuron_from_iPSC-ENCODE	0.028631	TRUE	2	NA	NA	NA	NA	-25503	2
CAD_Harst2017-rs73015714	rs73015714	MAP1S	rs10418535	chr19	17850189	NA	NA	NA	NA	NA	bipolar_neuron_from_iPSC-ENCODE	0.028631	TRUE	2	NA	NA	NA	NA	-25503	2
CAD_Harst2017-rs73015714	rs73015714	MAP1S	rs7253548	chr19	17837981	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-25503	2
CAD_Harst2017-rs7306455	rs7306455	FGD6	rs11107896	chr12	95502303	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255699	4
CAD_Harst2017-rs7306455	rs7306455	FGD6	rs12817989	chr12	95512389	NA	NA	NA	NA	NA	Eahy926_VEGF	0.038986	TRUE	1	Eahy926_VEGF	0.038986	TRUE	1	255699	4
CAD_Harst2017-rs7306455	rs7306455	NDUFA12	rs11107814	chr12	95347963	NA	NA	NA	NA	NA	LoVo	0.035165	TRUE	3	NA	NA	NA	NA	41948	1
CAD_Harst2017-rs7306455	rs7306455	NDUFA12	rs12817989	chr12	95512389	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eahy926_TNF	0.018729	TRUE	3	41948	1
CAD_Harst2017-rs7306455	rs7306455	NR2C1	rs12817989	chr12	95512389	NA	NA	NA	NA	NA	Eahy926_TNF	0.03715	TRUE	2	Eahy926_TNF	0.03715	TRUE	2	111863	2
CAD_Harst2017-rs7306455	rs7306455	TMCC3	rs11107814	chr12	95347963	NA	NA	NA	NA	NA	LoVo	0.016617	TRUE	4	NA	NA	NA	NA	-311203	6
CAD_Harst2017-rs7306455	rs7306455	VEZT	rs12817989	chr12	95512389	NA	NA	NA	NA	NA	Eahy926_VEGF	0.038986	TRUE	1	Eahy926_VEGF	0.038986	TRUE	1	255980	5
CAD_Harst2017-rs7412	rs7412	APOE	rs7412	chr19	45412079	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3074	1
CAD_Harst2017-rs748431	rs748431	C3orf20	rs34991912	chr3	14926351	NA	NA	NA	NA	NA	Jurkat-Engreitz	0.020206	TRUE	1	NA	NA	NA	NA	-211472	4
CAD_Harst2017-rs748431	rs748431	CCDC174	rs34991912	chr3	14926351	NA	NA	NA	NA	NA	Jurkat-Engreitz	0.015302	TRUE	2	NA	NA	NA	NA	-234825	6
CAD_Harst2017-rs7528419	rs7528419	AMIGO1	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.035401	TRUE	7	NA	NA	NA	NA	235144	16
CAD_Harst2017-rs7528419	rs7528419	AMIGO1	rs660240	chr1	109817838	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.035401	TRUE	7	NA	NA	NA	NA	235144	16
CAD_Harst2017-rs7528419	rs7528419	AMIGO1	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.035401	TRUE	7	NA	NA	NA	NA	235144	16
CAD_Harst2017-rs7528419	rs7528419	AMPD2	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.015521	TRUE	25	NA	NA	NA	NA	345242	21
CAD_Harst2017-rs7528419	rs7528419	AMPD2	rs660240	chr1	109817838	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.015521	TRUE	25	NA	NA	NA	NA	345242	21
CAD_Harst2017-rs7528419	rs7528419	AMPD2	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.015521	TRUE	25	NA	NA	NA	NA	345242	21
CAD_Harst2017-rs7528419	rs7528419	ATXN7L2	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.035247	TRUE	8	NA	NA	NA	NA	209368	13
CAD_Harst2017-rs7528419	rs7528419	ATXN7L2	rs660240	chr1	109817838	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.035247	TRUE	8	NA	NA	NA	NA	209368	13
CAD_Harst2017-rs7528419	rs7528419	ATXN7L2	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.035247	TRUE	8	NA	NA	NA	NA	209368	13
CAD_Harst2017-rs7528419	rs7528419	C1orf194	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	placenta-Roadmap	0.019433	TRUE	20	NA	NA	NA	NA	-160713	8
CAD_Harst2017-rs7528419	rs7528419	C1orf194	rs660240	chr1	109817838	NA	NA	NA	NA	NA	placenta-Roadmap	0.019433	TRUE	20	NA	NA	NA	NA	-160713	8
CAD_Harst2017-rs7528419	rs7528419	C1orf194	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	placenta-Roadmap	0.019433	TRUE	20	NA	NA	NA	NA	-160713	8
CAD_Harst2017-rs7528419	rs7528419	CELSR2	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	MDA-MB-231	0.076408	TRUE	3	NA	NA	NA	NA	-24552	2
CAD_Harst2017-rs7528419	rs7528419	CELSR2	rs629301	chr1	109818306	NA	NA	NA	NA	NA	MDA-MB-231	0.076408	TRUE	3	NA	NA	NA	NA	-24552	2
CAD_Harst2017-rs7528419	rs7528419	CELSR2	rs646776	chr1	109818530	NA	NA	NA	NA	NA	MDA-MB-231	0.076408	TRUE	3	NA	NA	NA	NA	-24552	2
